Id,Content
Zuoyequnxing_163_6,我知道你的力量很強，也知道你總是獲得勝利。
Zuoyequnxing_163_7,選擇這樣冒險……是因為你自信仍舊不會失敗嗎？因為你總是能戰勝鳴式？
Zuoyequnxing_163_8,不，我已經失敗過了。我也不認為有人能永遠獲得勝利。
Zuoyequnxing_163_9,如果我真的一直勝利，或許……就不會失去記憶，再度啟程。索拉里斯也不會仍舊被悲鳴侵擾。
Zuoyequnxing_163_10,我這麼做，只因為這是我能做的事，也是我認為有必要做的事。
Zuoyequnxing_163_11,那麼，如果失敗……
Zuoyequnxing_163_12,如果失敗，你就立刻離開。
Zuoyequnxing_163_13,如果失敗，「夜幕」計劃會正常推進。
Zuoyequnxing_163_14,我是想問，那你自己呢？
Zuoyequnxing_163_15,或許會在虛質空間裡迷失，或許能在那裡找到新的破局之法，現在還不能確定。
Zuoyequnxing_163_16,不過，要是我不去試試，也不知道結果會如何。
Zuoyequnxing_163_17,比起可能的失敗，我更擔心自己沒有盡力而為。
Zuoyequnxing_163_18,這種嘗試的代價很沉重，而你又身負許多責任，我以為你會更謹慎地抉擇。
Zuoyequnxing_163_19,與鳴式的戰鬥失敗一次，便會帶來巨大的惡果。
Zuoyequnxing_163_20,即便如此，你還是要去嗎？
Zuoyequnxing_163_21,緋雪，洛瑟菈說你在葦原和鳴式打過很久交道。
Zuoyequnxing_163_22,我不知道你是怎麼和鳴式對抗的，但也能想像在幾近覆滅的地域戰鬥有多麼艱難。我想問你……
Zuoyequnxing_163_23,你是因為有必勝的把握，才前往葦原戰場的嗎？
Zuoyequnxing_163_24,……不，我沒有。
Zuoyequnxing_163_25,從來沒有。
Zuoyequnxing_163_26,所以，易地而處，你也會做和我一樣的選擇。
Zuoyequnxing_163_27,我明白了。
Zuoyequnxing_163_28,稍等片刻，我去<te href=851078>灼櫻封印</te>處，很快便回來。
Zuoyequnxing_163_29,解開裂隙的灼櫻封印前，緋雪向你提及了對抗鳴式失敗的可能性，而你也坦言自己並無百分百的成功把握，但求盡力而為——如同當年葦原的緋雪，易地而處，她也會做同樣的選擇。緋雪嘆息一聲，轉身走向封印處。
Zuoyequnxing_164_1,無妨，這裡只能由我親手……
Zuoyequnxing_164_2,唉……為什麼不肯選擇更輕易的未來呢？
Zuoyequnxing_164_3,黑潮……
Zuoyequnxing_164_4,緋雪！
Zuoyequnxing_164_5,我來幫你！
Zuoyequnxing_165_1,那孩子……
Zuoyequnxing_165_2,好久不見了，灼櫻巫女，還有{PlayerName}。
Zuoyequnxing_165_3,我身為鳴式共鳴者的未來，已經被預取盡了，你的計劃也不再有意義。
Zuoyequnxing_165_4,我們邁出的每一步都有意義，巫女大人。
Zuoyequnxing_165_5,我們的道路常有交匯，但在我期望中，當下才應是初見。
Zuoyequnxing_165_6,畢竟，如今我才有了值得向你們展現的「作品」。
Zuoyequnxing_165_7,你混入深空聯合，就是為了利用達妮婭和緋雪，用利維亞坦的力量將她們融合？
Zuoyequnxing_165_8,達妮婭本就是殘星會的造物，被使用正是她獨屬的榮譽。
Zuoyequnxing_165_9,造物？
Zuoyequnxing_165_10,在蜜芽之後，我就在思考，如果能夠製作一個足夠優秀的容器，再加以灼櫻巫女的精神，是否能完美駕馭鳴式的力量。
Zuoyequnxing_165_11,至於結果……巫女大人，你應該更清楚。
Zuoyequnxing_165_12,……多說無益，你的失敗已定，帶著礙眼的分身離開吧。
Zuoyequnxing_165_13,失敗？不，兩位，我只是在向索拉里斯展現一個「可能性」。
Zuoyequnxing_165_14,既然已有了一個達妮婭，自然也會有下一個，再下一個——直至殘星會握住完整而可控的鳴式共鳴者。
Zuoyequnxing_165_15,透過巫女大人的預求身，你們也能夠看到吧？真正的鳴式共鳴者確實將會存在。
Zuoyequnxing_165_16,……救……救……
Zuoyequnxing_165_17,可惜，你在轉輪上拼命奔跑了這麼久，精神還是難堪大用，只能扔掉了。
Zuoyequnxing_165_18,……
Zuoyequnxing_165_19,雖然嘴上說著不情願，但這孩子心裡空蕩蕩的，和阿列夫一的性質相合。所以，她仍舊會遵循本能，追逐鳴式的力量。
Zuoyequnxing_165_20,想追就去追吧，反正……你總是喜歡「拯救」，對吧？{PlayerName}。
Zuoyequnxing_165_21,至於我的這具分身，就不勞你們費心了。
Zuoyequnxing_165_22,糾結一具分身沒有意義……
Zuoyequnxing_165_23,走吧，緋雪，封印已經打開，我們還有事要做……比如，達妮婭。
Zuoyequnxing_165_24,如果你希望，我會告知你我與殘星會之間的關係。只是目前，達妮婭的情況更緊急一些。
Zuoyequnxing_165_25,你和殘星會之間……無非是殘星會會長想要利用你身為灼櫻巫女的能力吧？
Zuoyequnxing_165_26,如你所說，你已經當著我的面預取盡了成為鳴式共鳴者的可能性，你們之間不會再有更多關係。
Zuoyequnxing_165_27,倒是達妮婭的情況，看起來的確不樂觀。
Zuoyequnxing_165_28,恐怕，那孩子已經……
Zuoyequnxing_165_29,"殘星會會長再度出現在你面前，並帶著雙眼無神的達妮婭一起。但對於無法承受阿列夫一力量的達妮婭，會長僅僅是向你們展示了自己的作品，以及人造鳴式共鳴者的可能性，隨後就拋棄了這個「瑕疵品」。
你與緋雪繼續前行，前往已經崩潰的達妮婭的所在。"
Zuoyequnxing_166_1,阿列夫一……我詛咒你……
Zuoyequnxing_168_1,不能去……裡面……
Zuoyequnxing_168_2,好好睡一會兒吧。
Zuoyequnxing_168_3,那孩子應該沒事，身上的虛質頻率也減弱了很多，安心吧。
Zuoyequnxing_168_4,達妮婭……就拜託你了。
Zuoyequnxing_168_5,嗯，這邊就拜託你了。
Zuoyequnxing_168_6,抱歉，我想著，如果等虛質真正蔓延過來要花太多時間，倒不如這樣更快些。
Zuoyequnxing_168_7,這邊就由我來處理，你和查特先生約定的時間所剩不多了。
Zuoyequnxing_168_8,白鳥能在虛質中引領方向，但對於如此高濃度的虛質還是力有未逮。
Zuoyequnxing_168_9,因此，我為你預取了我能最完美使用這個術法的未來。
Zuoyequnxing_168_10,它會護你一程，為你尋找你所想去的方向。
Zuoyequnxing_168_11,剩下的事，只能靠你自己了。
Zuoyequnxing_168_12,謝謝你，緋雪。
Zuoyequnxing_168_13,{PlayerName}，我讀過深空聯合關於愛彌斯的報告。
Zuoyequnxing_168_14,她曾在意向表上寫下過「拯救世界」。
Zuoyequnxing_168_15,洛瑟菈告訴過我，你是她的家人。如今看來，她的理想如此塑形，是因為你的影響。
Zuoyequnxing_168_16,你會覺得後悔嗎？引領她走上「救世主」的道路，讓她遭受痛苦和不幸。
Zuoyequnxing_168_17,這條無盡長路，唯有獨行才能保護他人。
Zuoyequnxing_168_18,越是因為憧憬救世主走上拯救之路，越是會深陷泥濘……
Zuoyequnxing_168_19,不，緋雪。我不是為了對愛彌斯訴說我的後悔，才去尋找她的。
Zuoyequnxing_168_20,我想找回她，是希望告訴她……
Zuoyequnxing_168_21,但願我會讓你感到驕傲，但願我沒有讓你失望……
Zuoyequnxing_168_22,我一直為她感到驕傲。
Zuoyequnxing_168_23,因為有她願意與我同行，我知道自己並不孤獨，知道哪怕自己有朝一日遭遇失敗，也有人會繼續守護索拉里斯。
Zuoyequnxing_168_24,但你能這麼做，是因為你的力量超越了他人。
Zuoyequnxing_168_25,那些能力不足以完成拯救的人，只會得到徒勞的苦果。
Zuoyequnxing_168_26,……就像我沒能拯救葦原那樣。
Zuoyequnxing_168_27,如今，我只能握緊手中的「鈴」……讓緋雪之後，不再有下一個灼櫻巫女。
Zuoyequnxing_168_28,除此之外，一無所有。
Zuoyequnxing_168_29,無論是拉海洛，還是遙遠的今州和黎那汐塔，人們都在為了與鳴式抗爭而奔走。
Zuoyequnxing_168_30,我不否認我的確參與到了各文明自救的命運中，但如果我將自己視為改變局勢的唯一因素，認為一旦我不在，整個世界都會立刻潰敗……這是傲慢的想法，也是輕蔑他人為自身選擇命運的想法。
Zuoyequnxing_168_31,我的勝利，從來不只是因為我一人。
Zuoyequnxing_168_32,而只要一人能到達終點，這條拯救的長路，就不存在失敗者。
Zuoyequnxing_168_33,緋雪，在你獨自前行的時候，如果感到孤獨，就停下來看看吧。
Zuoyequnxing_168_34,停下來……
Zuoyequnxing_168_35,你也一定已經成為了某些人的支撐，也一定有人，會為你感到驕傲。
Zuoyequnxing_168_36,抵達行路的終點時，體會到的絕不是苦澀的徒勞。
Zuoyequnxing_168_37,……耀眼得令人嫉妒。
Zuoyequnxing_168_38,嗯？
Zuoyequnxing_168_39,什麼？
Zuoyequnxing_168_40,無妨，再有其他的話，等你回來時再說。
Zuoyequnxing_168_41,好吧。那麼，我去去就回。
Zuoyequnxing_168_42,我會在夜幕展開前守在這裡，和大家一起……等你回來。
Zuoyequnxing_168_43,"擊敗達妮婭後，你準備前往門後。緋雪在猶疑中向你提出了救世主應當獨行的想法，認為將他人引入這條道路只會招來不幸——如同愛彌斯此刻遭遇的痛苦。但你告訴她，你並不後悔，而是一直以愛彌斯為驕傲。因為有她的存在，你不再在這條路上感到孤獨。
緋雪想起姐姐玉露，若有所悟，低語了一聲對你的「嫉妒」。她告訴你，她會在這裡等你成功回來。"
Zuoyequnxing_170_1,隧者……
Zuoyequnxing_170_2,被虛質吞噬的人嗎……
Zuoyequnxing_170_3,快過來，雖然隧者的能量所剩無幾，但我會盡可能保護你的
Zuoyequnxing_170_4,這頻率是……
Zuoyequnxing_170_5,不行，你們的存在已經快——
Zuoyequnxing_170_6,「這裡是……哪裡？」
Zuoyequnxing_170_7,「我這是，被虛質磁暴吞噬後，死了？」
Zuoyequnxing_170_8,「虛質空間？更高維的世界？」
Zuoyequnxing_170_9,「我們的存在……在被消解……」
Zuoyequnxing_170_10,「你的意思是，時間和空間失去了意義？」
Zuoyequnxing_170_11,「誰的聲音？」
Zuoyequnxing_170_12,「我看不見你……但我能感知到你。」
Zuoyequnxing_170_13,「在這裡，聲音無法傳遞，思想卻又無處不在。」
Zuoyequnxing_170_14,「隧者？」
Zuoyequnxing_170_15,「你在做什麼？」
Zuoyequnxing_170_16,「這沒有意義。」
Zuoyequnxing_170_17,「夠了！」
Zuoyequnxing_170_18,「沒用的……」
Zuoyequnxing_170_19,「我們的生命，已經在虛無中結束了。」
Zuoyequnxing_170_20,「我聽到了隧者的<ano=頻率>求助</ano>。所以，我想去那裡。」
Zuoyequnxing_170_21,「時間和空間沒有意義。」
Zuoyequnxing_170_22,「你永遠無法抵達。」
Zuoyequnxing_170_23,「我知道隧者對拉海洛很重要，但是……」
Zuoyequnxing_170_24,「你想救它？怎麼救？」
Zuoyequnxing_170_25,「這裡的一切都是不可知的！」
Zuoyequnxing_170_27,「……」
Zuoyequnxing_170_28,「但是，我……我們……」
Zuoyequnxing_170_29,「不正是為了觸及不可知的邊界，才來到這片星海下的嗎？」
Zuoyequnxing_170_30,你們……
Zuoyequnxing_170_31,「這是我們的來時路。」
Zuoyequnxing_170_32,以隧者為原點的時空間座標？但是，在黑洞內要怎麼標注……
Zuoyequnxing_170_33,「現在，我們將在過去篆刻未來。」
Zuoyequnxing_170_34,……謝謝
Zuoyequnxing_170_35,你們親身測繪出的這份「可知」，我一定會傳達出去
Zuoyequnxing_170_36,原點的光，由<ano=我和隧者>我們</ano>支撐
Zuoyequnxing_170_37,愛彌斯？
Zuoyequnxing_170_38,我在這裡
Zuoyequnxing_170_39,愛彌斯，能把擬似爐芯帶來這裡嗎？那是人類為隧者準備的「心臟」
Zuoyequnxing_170_40,別擔心，這次我不會再選擇獨自拯救
Zuoyequnxing_170_41,……嗯。我一定會為你帶回人類的希望
Zuoyequnxing_170_42,所以……等著我
Zuoyequnxing_170_43,「為什麼隧者會出現在這裡？」
Zuoyequnxing_170_44,「發生了什麼？」
Zuoyequnxing_170_45,「光？」
Zuoyequnxing_170_46,「……該怎麼辦？」
Zuoyequnxing_170_49,「不過是探索長路上的又一步。」
Zuoyequnxing_171_1,星海，抵達，無意義，理由
Zuoyequnxing_171_2,來吧，阿列夫一。現在，你的對手是我。
Zuoyequnxing_174_1,萬物，消解，潮聲，起落，終點，空無
Zuoyequnxing_175_1,追尋，邊界，滅亡，嘆息
Zuoyequnxing_176_1,……
Zuoyequnxing_176_2,隧者的頻率正在衰減……
Zuoyequnxing_176_3,擬似爐芯的情況如何了？
Zuoyequnxing_176_4,基本完成，只差最後的各項校準數據了！
Zuoyequnxing_176_6,已逼近完全靜默值！
Zuoyequnxing_177_1,提示：御者，機體狀態已提升至峰值。可以繼續進行戰鬥。
Zuoyequnxing_177_2,隧者……你甦醒了？
Zuoyequnxing_177_3,說明：「人類的心臟」正在我體內運轉轟鳴，讓我能發出和他們同樣的聲音。
Zuoyequnxing_177_4,本不該孕育出文明的冰原，如今已誕生了渴望探索邊界的新生集體意志。
Zuoyequnxing_177_5,他們——選擇了我。
Zuoyequnxing_180_1,好機會！
Zuoyequnxing_181_1,宣告：終結之刻已至。
Zuoyequnxing_182_1,滅亡，定理，遠航，徒勞，起點，意志？
Zuoyequnxing_182_2,理由：我為使命遠航至此，這顆星球上的生命亦有探求廣闊寰宇的權力。
Zuoyequnxing_182_3,你將星海萬千文明視作撫平飢火之食糧，自然無法理解他們的意志。
Zuoyequnxing_182_4,終結，虛無，意義，悲傷
Zuoyequnxing_182_5,觀點：即便人類探索的盡頭，是永劫的虛無。阿列夫一，那也絕非你所判斷的無意義。
Zuoyequnxing_184_1,確認：戰鬥結束，本處空間中的虛質反應已消失。
Zuoyequnxing_184_2,但是……鳴式阿列夫一並沒有被消滅。
Zuoyequnxing_184_3,測算：共鳴者愛彌斯，根據當前的情況，我們無法擊潰鳴式阿列夫一。
Zuoyequnxing_184_4,因此，我自主判斷，將它放逐向了這片宇宙的遙遠處。
Zuoyequnxing_184_5,申請：御者，請您允許我留守此處——在您做出判斷之前，我希望為您陳述我抵達拉海洛後的經歷。
Zuoyequnxing_184_6,說吧。
Zuoyequnxing_184_7,過去：多次的往返中我被阿列夫一瞥見，它緊跟著我，意圖通過隧門進入索拉里斯。
Zuoyequnxing_184_8,被它襲擊、墜落……借助共鳴者愛彌斯回應我的力量，我「驅逐」了它的一部分。
Zuoyequnxing_184_9,我本應就此封絕自身，等待修復，卻看到了許多雙驚恐的眼睛。
Zuoyequnxing_184_10,發現：羅伊族的人類正在冰原上，無措地面對鳴式虛質帶來的災厄。
Zuoyequnxing_184_11,他們的眼中堆滿了恐慌與不安，依照與歲主同源的準則，我將自己的爐芯取出，嵌入冰層下，就此陷入休眠。
Zuoyequnxing_184_12,異常：我曾有過片刻的甦醒，共鳴者愛彌斯再度與我共鳴。
Zuoyequnxing_184_13,共鳴者需求我的力量填補隧門裂隙，我回應了她。
Zuoyequnxing_184_14,是我變成電子幽靈的時候。那次共鳴究竟算是「再度」……還是「初次」呢？
Zuoyequnxing_184_15,此前：再次醒來時，應當請求您撤離，與阿列夫一正面為敵是不合理性的判斷。
Zuoyequnxing_184_16,但「人類的心臟」讓我能夠發出聲音，文明的選擇讓我獲得了足以與您一同戰鬥的力量。
Zuoyequnxing_184_17,陳述：由人類製造的擬似爐芯，與原本的器件相比粗糙易損。
Zuoyequnxing_184_18,我能感覺到，它的每一拍運轉都在激烈地磨損著自身。
Zuoyequnxing_184_19,尖銳嘶啞的磨損，這是我第一次聽到「自己」的聲音，這是「他們」賦予我的心跳聲。
Zuoyequnxing_184_20,在這顆心臟置入後，我擁有了全新的機能。在記錄中僅可能出現在「歲主」系列機體上的機能。
Zuoyequnxing_184_21,判斷：以鳴式阿列夫一的能力，我們必須認為，它有能力再次回到這裡。
Zuoyequnxing_184_22,在隧門徹底關閉後，我應當留在門的這一側看守門扉，阻擋它再次進入索拉里斯。
Zuoyequnxing_184_23,請求：御者，我因人類的希望而生，請您允許我留在這裡，守護他們到這顆心臟運轉的最後一刻。
Zuoyequnxing_184_24,……好，我答應你。
Zuoyequnxing_184_25,提問：共鳴者愛彌斯，你願意接受我的部分力量嗎？
Zuoyequnxing_184_26,最初抵達拉海洛時，因為有你的幫助，我才能夠以隧門隔絕鳴式。
Zuoyequnxing_184_27,你的現狀，我有相應的責任。在我沉眠時，是你代替我守護著拉海洛。
Zuoyequnxing_184_28,現在，曾經到來的死亡已經與你隔絕。未來，你將與漫長的「存在」為伴。
Zuoyequnxing_184_29,說明：我感到「愧疚」。
Zuoyequnxing_184_30,哈哈，隧者，沒想到你會說話之後，「芯思」竟然很細膩呢~
Zuoyequnxing_184_31,不過，我是因為自己的抉擇才走到現在，也早就接受了現狀。
Zuoyequnxing_184_32,至於提問的答案……我還要繼續我救世主的職業道路呢，不厲害一點，可對付不了那些壞傢伙吧？
Zuoyequnxing_184_33,你的託付，我當然樂意接受。
Zuoyequnxing_184_34,權限：確認共鳴者愛彌斯的意願。解除同步率限制，開始共鳴。
Zuoyequnxing_184_35,建議：不必感到「虧欠」，謝謝你回應我的期望，讓我們……開心地道別吧~
Zuoyequnxing_184_36,檢測：御者，我注意到您將自己的磁帶攜帶到了此處。
Zuoyequnxing_184_37,建議：請您將磁帶給我。我想將一段頻率刻錄至磁帶內部，由您帶回拉海洛。
Zuoyequnxing_184_38,什麼頻率？
Zuoyequnxing_184_39,陳述：在我於星海疾馳時，曾與一架緩慢前行的探測器路線相交。
Zuoyequnxing_184_40,它的外殼塗裝篆刻著索拉里斯的文字，發射時間應當位於很久之前。
Zuoyequnxing_184_41,我接收到了它一直發射傳遞向索拉里斯的信號，並記錄在了內部。它的名字是「眺望者」。
Zuoyequnxing_184_42,說明：我希望將它作為一份禮物，送給拉海洛人。
Zuoyequnxing_184_43,陳述：隧門即將關閉，我將把御者與共鳴者送回拉海洛。
Zuoyequnxing_184_44,提問：最後，御者，能請您允許我更換編碼，以「拉海洛」為名嗎？
Zuoyequnxing_184_45,好。
Zuoyequnxing_184_46,為什麼？
Zuoyequnxing_184_47,名稱更替完成，感謝您，御者。
Zuoyequnxing_184_48,說明：我想時刻牢記這顆心臟的來處。
Zuoyequnxing_184_49,好，聽你的。
Zuoyequnxing_184_50,名稱更替完成，感謝您，御者。
Zuoyequnxing_184_51,送別：再見了，御者，請您替我向創造了這顆心臟的人們一併做暫時的道別。
Zuoyequnxing_184_52,測算——我們會在無垠的星海中，再會。
Zuoyequnxing_184_53,在無垠的星海中，再會。
Zuoyequnxing_184_54,"擬似爐芯嵌入隧者後，它完成了升格，成為了歲主。你與愛彌斯一同駕駛它，擊敗了阿列夫一捏出的機體。但隧者告訴你，它只能將阿列夫一暫時放逐到宇宙深處，它仍有返回此地的能力。因此隧者決定將自己的部分力量分給愛彌斯，並在隧門後守護那個給予它心臟的文明，直到最後一刻。
最終，隧者在你的允許下更換了編碼，將自己的名字改為「拉海洛」，並在你的磁帶中留下了一份給拉海洛探索者們的禮物。"
Zuoyequnxing_185_1,好久沒看到索拉里斯的景色了呢，有點懷念~
Zuoyequnxing_185_2,現在鳴式阿列夫一也被送離，拉海洛的危機總算解決了。
Zuoyequnxing_185_3,雖然想說，這次是我們一起拯救了世界！但……
Zuoyequnxing_185_4,是拉海洛被虛質吞噬的探索者們，在鳴式黑洞中將我和隧者的資訊測繪完成，我才能將它們刻錄在磁帶中給你。
Zuoyequnxing_185_5,也是拉海洛的人們解析出了磁帶中的資訊，共同完成了擬似爐芯，才讓隧者最終擊退了鳴式。
Zuoyequnxing_185_6,所以……這次不是英雄拯救世界，而是世界拯救英雄的故事。對吧？
Zuoyequnxing_185_7,對。現在，我們已經回家了。
Zuoyequnxing_185_8,回來了？
Zuoyequnxing_185_9,嗯，我回來了。
Zuoyequnxing_186_1,在本次阿列夫一活躍事件中，未對除黯原區域外的地區產生計劃外的影響。
Zuoyequnxing_186_2,黯原內除少數區域外，虛質濃度數值已顯著降低。
Zuoyequnxing_186_3,依照深空聯合取得的監測數據，拉海洛地區內的鳴式濃度無限趨近於零。
Zuoyequnxing_186_4,隧者反應已徹底消失，但對隧者的相關研究仍會繼續。
Zuoyequnxing_186_5,星炬學院在本次行動中派出的機兵，清剿了拉海洛區域內因鳴式異常而活躍的造物。
Zuoyequnxing_186_6,他們積累下的經驗，必將被活用於往後的人生。
Zuoyequnxing_186_7,距鳴式異常最近的浮光林，有部分建築被損毀，但整體仍處在可控範圍內。
Zuoyequnxing_186_8,隨著虛質濃度的降低，羅伊族群們將獲得更廣闊自由的活動區域。
Zuoyequnxing_186_9,一度被虛質籠罩的拉海洛，已經因探索者們的選擇而得以恢復。
Zuoyequnxing_186_10,前路廣闊，我們終將抵達群星，然後——再向前一步。
Zuoyequnxing_187_1,你來啦？
Zuoyequnxing_187_2,隧者在你磁帶中刻錄的內容，解析起來比深空研究院想得要複雜，今天才終於完成呢~
Zuoyequnxing_187_3,大家都在等你一起聽喔，{PlayerName}，快來！
Zuoyequnxing_187_4,不知道裡面究竟是什麼內容……好期待。
Zuoyequnxing_187_5,「眺望者」。
Zuoyequnxing_187_6,{PlayerName}同學，在你把這盤磁帶交給我，說出這個名字的時候，我真的很驚訝。
Zuoyequnxing_187_7,你當時說，這個名字屬於天空海尚未覆蓋索拉里斯的時候，被發射向天穹的九架系外探測器之一。
Zuoyequnxing_187_8,對。深空聯合標誌上的那九顆星星，就是象徵著這九架系外探測器。
Zuoyequnxing_187_9,但在那之後，索拉里斯再也沒有收到過它們傳回的訊息。
Zuoyequnxing_187_10,……直到今天。
Zuoyequnxing_187_11,莫寧教授，可以開始播放了。
Zuoyequnxing_187_12,這聲音……像是某種白噪音……
Zuoyequnxing_187_13,根據磁帶中的內容判斷，這應該是「眺望者」在宇宙中航行時，在不同星系中記錄下的聲音。
Zuoyequnxing_187_14,也是被天空海隔絕的現在，已經失落無數年的聲音。
Zuoyequnxing_187_15,所以……隧者才想將它送給拉海洛現在的探索者們。
Zuoyequnxing_187_16,因為這是來自遙遠的光年外，由索拉里斯過去的探索者們送來的……
Zuoyequnxing_187_17,……星海的迴響。
Zuoyequnxing_187_18,"事件解決後數日，你來到研究院，與眾人一同聆聽你磁帶中隧者留下的禮物的解析。
那是來自天空海未閉合時，索拉里斯人發射的九架系外探測器之一「眺望者」所記錄下的宇宙白噪音。是前人留下的星海之聲，在漫長的時間後抵達出發點的迴響。"
Zuoyequnxing_188_1,會長，如您所願，名為達妮婭的少女，已被深空聯合安置好了。
Zuoyequnxing_188_2,嗯，讓深空聯合替我們好好照顧她，達妮婭的表現很好，說不定以後還會有她出場的機會。
Zuoyequnxing_188_3,送回的數據都已處理完成了，您可以隨時查閱。
Zuoyequnxing_188_4,接下來，您的打算是？
Zuoyequnxing_188_5,各地的計劃好像都有進展，我在拉海洛休息了太久，該走動走動了。
Zuoyequnxing_188_6,克里斯托弗，你先去新聯邦，幫我送個信給「厄里斯」。
Zuoyequnxing_188_7,好，但副會長大概會怪罪您又讓我去打擾清靜了。
Zuoyequnxing_188_8,不過，不需要我再為您的角色編寫前傳了嗎？
Zuoyequnxing_188_9,不必費心，我會先去弗洛洛那裡看看。先這樣吧，這副身體總容易感到睏倦，記得給她安排一個無聲的尾幕……
Zuoyequnxing_188_10,會長，如今階段性的驗證已經完成，後續要繼續推進正式製作，那位巫女是否還需要……
Zuoyequnxing_188_11,不必了。那位巫女預取了自己身為鳴式共鳴者的未來，當前已經無需關注。
Zuoyequnxing_188_12,而且，她失敗了太多次，也預取了自己的太多未來。可她又決心繼續踏上獨自拯救葦原的道路，並不打算就此停下。
Zuoyequnxing_188_13,一切一切，已成執念。
Zuoyequnxing_188_14,在漫長的反覆失敗後，終有一日，她會和她姐姐一樣，被自己的誓願燒成灰燼。
Zuoyequnxing_188_15,而且……不久之前，「座敷童子」那裡傳來了一個有趣的消息。
Zuoyequnxing_188_16,殘星會會長在無人的教室中，和各地的會監進行了聯絡。對於那位曾想招攬的葦原巫女，會長不再關心：緋雪預取盡了自己作為鳴式共鳴者的未來，總有一天，也將被她自己的誓願燒成灰燼——就像她姐姐玉露那樣。
Zuoyequnxing_189_1,（玉露姐，應當就在前面了……）
Zuoyequnxing_189_2,（這是，在穗波最後的祓淨儀式。）
Zuoyequnxing_190_1,（一切都已塵埃落定，只剩這一件事要做。）
Zuoyequnxing_191_1,（真是……讓你等了很久啊，玉露姐。）
Zuoyequnxing_192_10,來吧，永世灼櫻巫女大人
Zuoyequnxing_192_11,……
Zuoyequnxing_192_12,靜心
Zuoyequnxing_192_13,心不靜，手不穩
Zuoyequnxing_192_14,我……不想學這個
Zuoyequnxing_192_15,那，你想學什麼？
Zuoyequnxing_192_16,這孩子一定能成為有名的箭手
Zuoyequnxing_192_17,可不對，她的手是握刀的手
Zuoyequnxing_192_18,下輩子吧
Zuoyequnxing_192_19,她的手不是該握刀的手，對不對？
Zuoyequnxing_192_20,這招不錯，長進不少啊？
Zuoyequnxing_192_21,哼
Zuoyequnxing_192_22,緋雪呀……
Zuoyequnxing_192_23,不必囿於那鈴中的宿命
Zuoyequnxing_192_24,你當去往你自己的未來
Zuoyequnxing_192_25,來了，緋雪
Zuoyequnxing_192_26,若你能過了這一刀
Zuoyequnxing_192_27,才有明天
Zuoyequnxing_193_1,嘖嘖，你從其他人那裡承來百般武藝，怎麼灼櫻本家用刀的手法這麼粗糙。
Zuoyequnxing_193_2,上任巫女藏得太多，一招都不肯教。
Zuoyequnxing_193_3,你怨她嗎？
Zuoyequnxing_193_4,怨。
Zuoyequnxing_193_5,現在也怨她嗎？
Zuoyequnxing_193_6,每時每刻。
Zuoyequnxing_193_7,我怨她早該從灼櫻巫女的位置上退下來，為什麼偏要把自己的未來預取殆盡，連死後的餘灰都不肯留。
Zuoyequnxing_193_8,我怨她沒把所有技藝都仔細傳給我，每次揮刀時偏要把我支開，事到如今，從我身上看不到一點她的影子。
Zuoyequnxing_193_9,緋雪……
Zuoyequnxing_193_10,我怨她口口聲聲唸著要緋雪去做緋雪，她自己卻選了最不像自己的死法。
Zuoyequnxing_193_11,你怨她死後還偏要作亡魂滯留，只等著你親手來送她去往世。
Zuoyequnxing_193_12,哎呀，實在有些太壞心了。
Zuoyequnxing_193_13,只是，我實在放心不下……沒人比我更清楚小緋雪的天賦，你甚至有著能駕馭鳴式的可能性。
Zuoyequnxing_193_14,如果乾脆取用那樣的未來，一切都會變得很輕鬆吧？
Zuoyequnxing_193_15,姐姐，我……
Zuoyequnxing_193_16,只要是出於你的本心，只要你是憑藉自己的意志做出的決斷，不論你選擇哪一條未來，都可以。
Zuoyequnxing_193_17,不過，要是我們小緋雪真的去當了什麼鳴式共鳴者，那我就只能動用「家法」，把我們倆一起送走囉。
Zuoyequnxing_193_18,那份未來，已被我預取盡了。
Zuoyequnxing_193_19,我是憑藉自己的意志接過了「鈴」，選擇成為灼櫻巫女的。
Zuoyequnxing_193_20,我知道，你一直不肯教我刀術，是不希望再有下一任巫女。
Zuoyequnxing_193_21,你的願望就由我來實現，玉露姐姐。
Zuoyequnxing_193_22,自緋雪以後，不會再有下一任灼櫻巫女。
Zuoyequnxing_193_23,「永世灼櫻巫女」嗎……會很辛苦喔？
Zuoyequnxing_193_24,嗯。
Zuoyequnxing_193_25,未來還會有很漫長很漫長的時間喔？
Zuoyequnxing_193_26,嗯，我知道。
Zuoyequnxing_193_27,我們能夠透過那「鈴」，預取未來的可能性中蘊藏的力量。
Zuoyequnxing_193_28,但隨著你對「鈴」的使用，只能眼看著自己一步一步走向灼櫻巫女既定的結局，竭盡未來而死，連死後的餘灰都留不下喔？
Zuoyequnxing_193_29,嗯，在那既定的終點到來前，我一定會想辦法擊退鳴式。
Zuoyequnxing_193_30,讓玉露只需要成為玉露，讓緋雪只需要成為緋雪，讓葦原不再需要灼櫻巫女。
Zuoyequnxing_193_31,長大了啊，我們小緋雪。
Zuoyequnxing_193_32,……
Zuoyequnxing_193_33,玉露姐姐，近來，我遇到了一個人。與我在葦原的路不同，{TA}總是能成功「拯救」。
Zuoyequnxing_193_34,這對小緋雪而言，有些難以忍受吧。
